  -1.1102230e-16   0.0000000e+00   1.3877788e-17   1.1102230e-16  -3.0628375e-01  -7.4256877e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.7755576e-17  -2.5534098e-01   8.8580890e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.2204460e-16  -1.4984032e+00  -9.1712122e-01
   1.1102230e-16   0.0000000e+00   0.0000000e+00   4.4408921e-16   5.7503093e-01  -1.1221546e+00
   2.7517042e+00   6.5785780e-01   1.1551545e+00  -1.7360096e+00   5.2709445e-01   8.3666477e-01
   1.1102230e-16   1.4148625e+00  -6.0203213e-02   2.5609562e+00   7.1441381e-01   1.3376643e-01
  -2.7755576e-17   0.0000000e+00  -3.4408597e+00  -4.8775206e-01  -1.9924161e+00  -6.2018646e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.8865057e+00  -3.0857872e-01   1.6743616e+00
   2.2204460e-16   0.0000000e+00   0.0000000e+00  -2.2204460e-16   2.0397565e+00  -2.9239447e-01
  -1.1102230e-16   0.0000000e+00   2.2204460e-16  -2.2204460e-16   5.5511151e-17   1.1064568e+00
  -1.1102230e-16   0.0000000e+00   1.3877788e-17   1.1102230e-16   0.0000000e+00  -8.3928760e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.7755576e-17   5.5511151e-17   8.0517687e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.2204460e-16   2.2204460e-16  -1.3902897e+00
   1.1102230e-16   0.0000000e+00   0.0000000e+00   4.4408921e-16   0.0000000e+00  -9.4057031e-01
   2.7517042e+00   6.5785780e-01   1.1551545e+00  -1.7360096e+00   5.2709445e-01   8.3666477e-01
   1.1102230e-16   1.4148625e+00  -6.0203213e-02   2.5609562e+00   7.1441381e-01   1.3376643e-01
  -2.7755576e-17   0.0000000e+00  -3.4408597e+00  -4.8775206e-01  -1.9924161e+00  -6.2018646e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.8865057e+00  -3.0857872e-01   1.6743616e+00
   2.2204460e-16   0.0000000e+00   0.0000000e+00  -2.2204460e-16   2.0397565e+00  -2.9239447e-01
  -1.1102230e-16   0.0000000e+00   2.2204460e-16  -2.2204460e-16   5.5511151e-17  -2.3226144e+00
  -1.1102230e-16   0.0000000e+00   1.3877788e-17   1.1102230e-16   0.0000000e+00   0.0000000e+00
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.7755576e-17   5.5511151e-17   0.0000000e+00
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.2204460e-16   2.2204460e-16   0.0000000e+00
   1.1102230e-16   0.0000000e+00   0.0000000e+00   4.4408921e-16   0.0000000e+00   0.0000000e+00
